Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
234501,"Startide Rising (The Uplift Saga, #2)",David Brin,"Brin, David",,"=""055327418X""","=""9780553274189""",0,4.04,Bantam Spectra,Paperback,458,1983,1983,,2021/10/24,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
44017627,"Wayward Son (Simon Snow, #2)",Rainbow Rowell,"Rowell, Rainbow",Jim Tierney,"=""1250146070""","=""9781250146076""",5,3.96,Wednesday Books,Hardcover,356,2019,2019,2021/10/19,2021/03/23,,,read,,,,1,,,0,,,,,
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",,"=""0765387565""","=""9780765387561""",4,4.23,Tor Books,Hardcover,444,2020,2020,2021/10/18,2021/01/14,,,read,,,,1,,,0,,,,,
16527,Daughter of Fortune,Isabel Allende,"Allende, Isabel",Margaret Sayers Peden,"=""0061120251""","=""9780061120251""",0,3.92,Harper Perennial,Paperback,432,2006,1998,,2021/08/06,currently-reading,currently-reading (#5),currently-reading,,,,1,,,0,,,,,
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Katherine Tiernan O'Connor, Hans Fronius, Diana Lewis Burgin, Ellendea Proffer","=""0679760806""","=""9780679760801""",4,4.30,Vintage International,Paperback,372,1996,1967,2021/10/06,2021/09/19,,,read,,,,1,,,0,,,,,
365,"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",5,3.97,Pocket Books,Mass Market Paperback,306,2002,1987,2021/10/06,2020/11/23,,,read,,,,1,,,0,,,,,
7108926,"The Last Shadow (The Shadow Series, #6)",Orson Scott Card,"Card, Orson Scott",,"=""0765304953""","=""9780765304957""",0,3.68,Tor Books,Hardcover,315,2021,2021,2014/01/01,2020/11/23,to-read,to-read (#52),to-read,,,,1,,,0,,,,,
37585564,Empty Planet: The Shock of Global Population Decline,Darrell Bricker,"Bricker, Darrell",John Ibbitson,"=""""","=""""",4,3.87,Signal Books,Hardcover,304,2019,2019,2021/09/24,2020/11/23,,,read,,,,1,,,0,,,,,
31817749,"The Stone Sky (The Broken Earth, #3)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",5,4.36,Orbit,Paperback,416,2017,2017,2021/09/20,2021/04/29,,,read,,,,1,,,0,,,,,
34128219,"La Belle Sauvage (The Book of Dust, #1)",Philip Pullman,"Pullman, Philip",,"=""0375815309""","=""9780375815300""",4,4.15,Alfred A. Knopf,Hardcover,449,2017,2017,2021/09/17,2020/11/23,,,read,,,,1,,,0,,,,,
7640261,Sex at Dawn: The Prehistoric Origins of Modern Sexuality,Christopher  Ryan,"Ryan, Christopher",Cacilda Jethá,"=""0061707803""","=""9780061707803""",0,3.98,HarperCollins,Hardcover,400,2010,2010,,2020/11/23,"to-read, blinkist","to-read (#37), blinkist (#24)",to-read,,,,0,,,0,,,,,
54944,The Ethical Slut: A Guide to Infinite Sexual Possibilities,Dossie Easton,"Easton, Dossie",Catherine A. Liszt,"=""1890159018""","=""9781890159016""",0,3.90,Greenery Press,Paperback,279,2004,1997,,2020/11/23,"to-read, blinkist","to-read (#29), blinkist (#23)",to-read,,,,0,,,0,,,,,
37506348,Winners Take All: The Elite Charade of Changing the World,Anand Giridharadas,"Giridharadas, Anand",,"=""0451493249""","=""9780451493248""",0,4.16,Knopf Publishing Group,Hardcover,288,2018,2018,,2020/11/23,"to-read, blinkist","to-read (#35), blinkist (#22)",to-read,,,,0,,,0,,,,,
15892127,Sex at Dusk: Lifting the Shiny Wrapping from Sex at Dawn,Lynn Saxon,"Saxon, Lynn",,"=""1477697284""","=""9781477697283""",0,3.79,Createspace Independent Publishing Platform,Paperback,376,2012,2012,,2020/11/23,"to-read, blinkist","to-read (#57), blinkist (#19)",to-read,,,,0,,,0,,,,,
15803144,The Emerald Mile: The Epic Story of the Fastest Ride in History Through the Heart of the Grand Canyon,Kevin Fedarko,"Fedarko, Kevin",,"=""1439159858""","=""9781439159859""",0,4.42,Scribner,Hardcover,432,2013,2013,,2020/11/23,"to-read, blinkist","to-read (#63), blinkist (#18)",to-read,,,,0,,,0,,,,,
42086795,Machines Like Me,Ian McEwan,"McEwan, Ian",,"=""1787331679""","=""9781787331679""",0,3.59,Jonathan Cape,Paperback,306,2019,2019,,2020/11/23,"to-read, blinkist","to-read (#54), blinkist (#17)",to-read,,,,0,,,0,,,,,
55711592,High Conflict: Why We Get Trapped and How We Get Out,Amanda Ripley,"Ripley, Amanda",,"=""1982128569""","=""9781982128562""",0,4.31,Simon  Schuster,Hardcover,368,2021,,,2021/04/06,"to-read, blinkist","to-read (#71), blinkist (#14)",to-read,,,,0,,,0,,,,,
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""0316921173""","=""9780316921176""",0,4.26,Back Bay Books,Paperback,1088,2005,1996,,2021/04/15,"to-read, blinkist","to-read (#72), blinkist (#13)",to-read,,,,0,,,0,,,,,
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",0,4.46,G.P. Putnam’s Sons,ebook,384,2018,2018,,2020/11/23,"to-read, blinkist","to-read (#31), blinkist (#12)",to-read,,,,0,,,0,,,,,
39779551,The Anatomy of Loneliness: How to Find Your Way Back to Connection,Teal Swan,"Swan, Teal",,"=""""","=""""",0,4.28,Watkins Publishing,Kindle Edition,273,2018,,,2020/11/23,"to-read, blinkist","to-read (#74), blinkist (#11)",to-read,,,,0,,,0,,,,,
415,Gravity's Rainbow,Thomas Pynchon,"Pynchon, Thomas",,"=""0143039946""","=""9780143039945""",0,3.98,Penguin Books,Paperback,776,2006,1973,,2021/04/15,"to-read, blinkist","to-read (#90), blinkist (#9)",to-read,,,,0,,,0,,,,,
73127,Secrets of Power Negotiating: Inside Secrets from a Master Negotiator,Roger Dawson,"Dawson, Roger",,"=""1564144984""","=""9781564144980""",0,4.01,Career Press,Paperback,319,2000,1988,,2021/08/09,"to-read, blinkist","to-read (#93), blinkist (#8)",to-read,,,,0,,,0,,,,,
84699,"Never Eat Alone: And Other Secrets to Success, One Relationship at a Time",Keith Ferrazzi,"Ferrazzi, Keith",,"=""0385512058""","=""9780385512053""",0,3.84,Crown Business,Hardcover,309,2005,2005,,2021/08/10,"to-read, blinkist","to-read (#94), blinkist (#7)",to-read,,,,0,,,0,,,,,
43015073,"Chaos: Charles Manson, the CIA, and the Secret History of the Sixties",Tom O'Neill,"O'Neill, Tom",Dan Piepenbring,"=""""","=""""",0,4.00,"Little, Brown and Company",Kindle Edition,544,2019,2019,,2021/08/25,"to-read, blinkist","to-read (#95), blinkist (#5)",to-read,,,,0,,,0,,,,,
35888414,The Timothy Leary Project: Inside the Great Counterculture Experiment,Jennifer Ulrich,"Ulrich, Jennifer","Zach Leary, Michael Horowitz","=""1419726463""","=""9781419726460""",0,3.93,Harry N. Abrams,Hardcover,272,2018,,,2021/08/28,"to-read, blinkist","to-read (#97), blinkist (#4)",to-read,,,,0,,,0,,,,,
105992,Helter Skelter: The True Story of the Manson Murders,Vincent Bugliosi,"Bugliosi, Vincent",Curt Gentry,"=""0393322238""","=""9780393322231""",0,4.05,W. W. Norton  Company,Paperback,689,2001,1974,,2021/08/25,"to-read, blinkist","to-read (#96), blinkist (#3)",to-read,,,,0,,,0,,,,,
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",3,4.27,Orbit,Paperback,561,2011,2011,2021/09/14,2021/07/09,,,read,,,,1,,,0,,,,,
53231994,"All We Can Save: Truth, Courage, and Solutions for the Climate Crisis",Ayana Elizabeth Johnson,"Johnson, Ayana Elizabeth","Katharine Keeble Wilkinson, Sherri Mitchell, Catherine Pierce, Kate Marvel, Adrienne Maree Brown, Jacqueline Patterson, Janine M. Benyus, Camille T. Dungy, Mary Anne Hitt, Abigail Dillen, Leah C Stokes, Joy Harjo, Maggie Thomas, Marge Piercy, Varshini Prakash","=""0593237064""","=""9780593237069""",5,4.54,One World,Hardcover,448,2020,2020,2021/09/09,2021/03/24,,,read,,,,1,,,0,,,,,
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.24,Avon,Mass Market Paperback,1152,2002,1999,,2020/11/23,to-read,to-read (#124),to-read,,,,0,,,0,,,,,
35068432,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,Michelle McNamara,"McNamara, Michelle","Gillian Flynn, Patton Oswalt","=""0062319809""","=""9780062319807""",0,4.12,Harper,ebook,352,2018,2018,,2021/08/25,,,read,,,,1,,,0,,,,,
5043,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,"Follett, Ken",,"=""""","=""""",0,4.33,NAL Trade,Paperback,976,2002,1989,,2021/08/21,to-read,to-read (#70),to-read,,,,0,,,0,,,,,
825508,A Dangerous Fortune,Ken Follett,"Follett, Ken",,"=""0440217490""","=""9780440217497""",0,4.10,Dell,Paperback,596,1994,1993,,2021/08/21,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
43263520,The Grace Year,Kim Liggett,"Liggett, Kim",,"=""1250145449""","=""9781250145444""",2,4.15,Wednesday Books,Hardcover,416,2019,2019,2021/08/17,2020/11/23,,,read,,,,1,,,0,,,,,
112537,"Rendezvous with Rama (Rama, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""1857231589""","=""9781857231588""",0,4.11,,Paperback,243,2000,1973,,2021/08/11,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
313605,Getting to Yes: Negotiating Agreement Without Giving In,Roger Fisher,"Fisher, Roger","William Ury, Bruce Patton","=""0140157352""","=""9780140157352""",0,3.94,Penguin Group,Paperback,224,1991,1981,,2021/08/10,currently-reading,currently-reading (#4),currently-reading,,,,1,,,0,,,,,
28116739,"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness",Peter Godfrey-Smith,"Godfrey-Smith, Peter",,"=""0374227764""","=""9780374227760""",5,3.87,"Farrar, Straus and Giroux",Hardcover,257,2016,2016,2021/08/11,2020/12/01,,,read,,,,1,,,0,,,,,
85987,Portrait in Sepia,Isabel Allende,"Allende, Isabel",Margaret Sayers Peden,"=""0060898488""","=""9780060898489""",0,3.99,Harper Perennial,Paperback,336,2006,2000,,2021/08/06,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
40265832,How to Be an Antiracist,Ibram X. Kendi,"Kendi, Ibram X.",,"=""0525509283""","=""9780525509288""",4,4.38,One World,Hardcover,305,2019,2019,2021/08/06,2021/03/09,,,read,,,,1,,,0,,,,,
3867,The History of Love,Nicole Krauss,"Krauss, Nicole",,"=""0393328627""","=""9780393328622""",5,3.92,W. W. Norton & Company,Paperback,255,2006,2005,2021/08/04,2021/02/04,,,read,,,,1,,,0,,,,,
5306,Travels with Charley: In Search of America,John Steinbeck,"Steinbeck, John",,"=""0142000701""","=""9780142000700""",4,4.06,Penguin,Paperback,214,2002,1962,2021/07/30,2021/05/27,,,read,,,,1,,,0,,,,,
16071764,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,"Sandberg, Sheryl",Nell Scovell,"=""0385349947""","=""9780385349949""",4,3.95,Knopf,Hardcover,217,2013,2013,2021/07/28,2021/04/01,,,read,,,,1,,,0,,,,,
13531832,Vampires in the Lemon Grove: Stories,Karen Russell,"Russell, Karen",,"=""0307957233""","=""9780307957238""",3,3.68,Knopf,Hardcover,243,2013,2013,2021/07/27,2021/04/15,,,read,,,,1,,,0,,,,,
32191710,Astrophysics for People in a Hurry,Neil deGrasse Tyson,"Tyson, Neil deGrasse",,"=""0393609391""","=""9780393609394""",4,4.08,W. W. Norton  Company,Hardcover,208,2017,2017,2021/07/26,2020/11/23,,,read,,,,1,,,0,,,,,
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""""",3,3.91,Harper,Paperback,212,2016,2016,2021/07/26,2020/11/23,,,read,,,,1,,,0,,,,,
8910666,Eloquent JavaScript: A Modern Introduction to Programming,Marijn Haverbeke,"Haverbeke, Marijn",,"=""1593272820""","=""9781593272821""",0,4.15,No Starch Press,Paperback,224,2011,2010,,2021/07/25,currently-reading,currently-reading (#2),currently-reading,,,,1,,,0,,,,,
13594266,"Becoming a Supple Leopard: The Ultimate Guide to Resolving Pain, Preventing Injury, and Optimizing Athletic Performance",Kelly Starrett,"Starrett, Kelly",Glen Cordoza,"=""1936608588""","=""9781936608584""",0,4.39,Victory Belt Publishing,Hardcover,400,2013,2013,,2020/11/23,currently-reading,currently-reading (#1),currently-reading,,,,1,,,0,,,,,
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",5,4.64,Tor Books,Hardcover,1007,2010,2010,2021/07/25,2020/11/23,,,read,,,,1,,,0,,,,,
27333,Silent Spring,Rachel Carson,"Carson, Rachel","Linda Lear, Edward O. Wilson","=""0618249060""","=""9780618249060""",4,4.00,Mariner Books,Paperback,378,2002,1962,2021/07/24,2020/11/23,,,read,,,,1,,,0,,,,,
49790634,The Complete Cosmicomics,Italo Calvino,"Calvino, Italo",Martin McLaughlin,"=""""","=""""",0,4.16,Houghton Mifflin Harcourt,Hardcover,426,2014,1997,,2021/07/19,to-read,to-read (#92),to-read,,,,0,,,0,,,,,
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""""","=""""",5,4.40,Spiegel & Grau,Hardcover,152,2015,2015,,2021/03/24,,,read,,,,1,,,0,,,,,
50027,"Homeland (Forgotten Realms: The Dark Elf Trilogy, #1; Legend of Drizzt, #1)",R.A. Salvatore,"Salvatore, R.A.",,"=""""","=""""",0,4.25,Wizards of the Coast,Mass Market Paperback,343,2005,1990,,2021/07/07,to-read,to-read (#91),to-read,,,,0,,,0,,,,,
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",3,4.10,Harper,Mass Market Paperback,417,2003,1967,2021/07/02,2021/04/15,,,read,,,,1,,,0,,,,,
16240766,"WomanCode: Perfect Your Cycle, Amplify Your Fertility, Supercharge Your Sex Drive, and Become a Power Source",Alisa Vitti,"Vitti, Alisa",,"=""0062130773""","=""9780062130778""",5,3.85,HarperOne,Hardcover,336,2013,2013,,2021/06/20,,,read,,,,1,,,0,,,,,
42046112,Recursion,Blake Crouch,"Crouch, Blake",,"=""1524759783""","=""9781524759780""",3,4.15,Crown Publishing Group (NY),Hardcover,329,2019,2019,2021/06/17,2021/06/16,,,read,,,,1,,,0,,,,,
55278507,"Shards of Earth (The Final Architecture, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1549106392""","=""9781549106392""",0,4.22,Orbit,Audiobook,561,2021,2021,,2021/06/17,to-read,to-read (#80),to-read,,,,0,,,0,,,,,
31341,"Blood And Gold (The Vampire Chronicles, #8)",Anne Rice,"Rice, Anne",,"=""0099271494""","=""9780099271499""",4,3.91,Arrow,Paperback,752,2002,2001,2013/01/01,2021/06/17,,,read,,,,1,,,0,,,,,
43781,"Merrick (The Vampire Chronicles, #7)",Anne Rice,"Rice, Anne",,"=""0345422406""","=""9780345422408""",4,3.75,Ballantine Books,Mass Market Paperback,370,2001,2000,2013/01/01,2021/06/17,,,read,,,,1,,,0,,,,,
31332,"The Vampire Armand (The Vampire Chronicles, #6)",Anne Rice,"Rice, Anne",,"=""0345434803""","=""9780345434807""",4,3.78,Ballantine Books,Mass Market Paperback,457,2000,1998,2013/01/01,2021/06/17,,,read,,,,1,,,0,,,,,
31338,"Memnoch the Devil (The Vampire Chronicles, #5)",Anne Rice,"Rice, Anne",,"=""096319254X""","=""9780963192547""",4,3.76,B E Trice Pub,Hardcover,354,1999,1995,2013/01/01,2021/06/17,,,read,,,,1,,,0,,,,,
31336,"The Tale of the Body Thief (The Vampire Chronicles, #4)",Anne Rice,"Rice, Anne",,"=""0345419634""","=""9780345419637""",4,3.74,Ballantine Books,Paperback,468,2005,1992,2013/01/01,2021/06/17,,,read,,,,1,,,0,,,,,
43758,"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,"Rice, Anne",,"=""0345419626""","=""9780345419620""",5,3.89,Ballantine Books,Paperback,448,1997,1988,2013/01/01,2021/06/17,,,read,,,,1,,,0,,,,,
43814,"The Vampire Lestat (The Vampire Chronicles, #2)",Anne Rice,"Rice, Anne",,"=""0345476883""","=""9780345476883""",5,4.08,Ballantine Books,Paperback,481,2004,1985,2013/01/01,2021/06/17,,,read,,,,1,,,0,,,,,
43763,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,"Rice, Anne",,"=""0345476875""","=""9780345476876""",5,4.01,Ballantine Books,Paperback,346,2004,1976,2013/01/01,2021/06/17,,,read,,,,1,,,0,,,,,
37442,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,"Maguire, Gregory",Douglas Smith,"=""0060987103""","=""9780060987107""",4,3.54,William Morrow Paperbacks,Paperback,406,2000,1995,2010/01/01,2021/06/17,,,read,,,,1,,,0,,,,,
7159796,"Suck It, Wonder Woman!: The Misadventures of a Hollywood Geek",Olivia Munn,"Munn, Olivia",Mac Montandon,"=""0312591055""","=""9780312591052""",3,3.15,St. Martin's Press,Hardcover,269,2010,2010,2012/01/01,2021/06/17,,,read,,,,1,,,0,,,,,
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",5,4.52,Ballantine Books,Hardcover,476,2021,2021,2021/06/16,2021/06/01,,,read,,,,1,,,0,,,,,
16054217,"The Book of Life (All Souls, #3)",Deborah Harkness,"Harkness, Deborah",,"=""0670025593""","=""9780670025596""",5,4.19,Viking Adult,Hardcover,561,2014,2014,2021/06/14,2020/12/01,,,read,,,,1,,,0,,,,,
31445891,"River of Teeth (River of Teeth, #1)",Sarah Gailey,"Gailey, Sarah",,"=""0765395223""","=""9780765395221""",3,3.53,Tom Doherty Associates,ebook,114,2017,2017,2021/06/07,2020/11/23,,,read,,,,1,,,0,,,,,
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",4,4.27,Knopf,Kindle Edition,352,2019,2019,2021/06/04,2021/05/06,,,read,,,,1,,,0,,,,,
37946434,"Untrue: Why Nearly Everything We Believe About Women, Lust, and Infidelity Is Wrong and How the New Science Can Set Us Free",Wednesday Martin,"Martin, Wednesday",,"=""0316463612""","=""9780316463614""",3,3.90,"Little, Brown Spark",Hardcover,320,2018,2018,2021/06/02,2021/05/31,,,read,,,,1,,,0,,,,,
32109569,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",0,4.28,Worldbuilders Press,Kindle Edition,383,2016,2016,,2021/06/01,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
49960370,The Story of More: How We Got to Climate Change and Where to Go from Here,Hope Jahren,"Jahren, Hope",,"=""0525563385""","=""9780525563389""",5,4.17,Vintage,Paperback,210,2020,2020,2021/05/28,2021/01/01,,,read,,,,1,,,0,,,,,
5659,The Wind in the Willows,Kenneth Grahame,"Grahame, Kenneth",Gillian Avery,"=""0143039091""","=""9780143039099""",5,3.99,Penguin Books,Paperback,197,2005,1908,1997/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
56302573,Farenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""200110550463""",3,3.98,Qanun Nəşriyyatı,,208,2019,1953,2005/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
210329,"The Dark Is Rising (The Dark is Rising, #2)",Susan Cooper,"Cooper, Susan",,"=""1416949658""","=""9781416949657""",4,4.05,Margaret K. McElderry ,Paperback,272,2007,1973,1998/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
11312,"Over Sea, Under Stone (The Dark is Rising, #1)",Susan Cooper,"Cooper, Susan",,"=""068987121X""","=""9780689871214""",4,3.84,Aladdin Paperbacks,Paperback,196,2004,1965,1998/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
11313,"Silver on the Tree (The Dark is Rising, #5)",Susan Cooper,"Cooper, Susan",,"=""0689840330""","=""9780689840333""",4,4.10,Margaret K. McElderry Books,Paperback,274,2000,1977,1998/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
222576,"The Grey King (The Dark is Rising, #4)",Susan Cooper,"Cooper, Susan",,"=""1416949674""","=""9781416949671""",4,4.16,Margaret K. McElderry Books,Paperback,165,2007,1975,1998/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
24963,"Greenwitch (The Dark is Rising, #3)",Susan Cooper,"Cooper, Susan",,"=""0689840349""","=""9780689840340""",4,3.99,Margaret K. McElderry Books,Paperback,147,1997,1974,1998/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
84369,"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,"Lewis, C.S.",,"=""0007202326""","=""9780007202324""",4,4.01,HarperCollins Publishers,Paperback,288,2005,1956,2000/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
65605,"The Magician's Nephew (Chronicles of Narnia, #6)",C.S. Lewis,"Lewis, C.S.",,"=""0060764902""","=""9780060764906""",4,4.04,HarperCollins Publishers,Paperback,221,2005,1955,2000/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
84119,"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,"Lewis, C.S.",,"=""0439861365""","=""9780439861366""",4,3.91,Scholastic Inc,Paperback,224,1995,1954,2000/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
65641,"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""""","=""""",4,3.95,HarperCollins,Paperback,243,2008,1953,2000/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
140225,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""006112527X""","=""9780061125270""",4,4.09,HarperCollins,Hardcover,248,2006,1952,2000/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
121749,"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,"Lewis, C.S.",,"=""000720230X""","=""9780007202300""",4,3.98,HarperCollins Publishers,Hardcover,240,2005,1951,2000/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",5,4.23,HarperCollins Publishers,Paperback,206,2005,1950,2000/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte","Michael Mason, M. Von Borch, Martha","=""0142437204""","=""9780142437209""",3,4.14,Penguin,Paperback,532,2003,1847,2005/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
6185,Wuthering Heights,Emily Brontë,"Brontë, Emily","Richard J. Dunn, Charlotte Brontë, Robert Heindel","=""""","=""""",3,3.88,Norton,Paperback,464,2002,1847,2004/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
24761,"An Acceptable Time (Time Quintet, #5)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""0440208149""","=""9780440208143""",4,3.80,Laurel Leaf Books ,Paperback,343,1990,1989,2000/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
151370,"Many Waters (Time Quintet, #4)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""0312368577""","=""9780312368579""",0,3.97,Square Fish,Paperback,359,2007,1986,2000/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
77276,"A Swiftly Tilting Planet (Time Quintet, #3)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""0440401585""","=""9780440401582""",4,4.08,"Dell Publishing Co., Inc.",Paperback,278,1981,1978,2000/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
18130,"A Wind in the Door (Time Quintet, #2)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""""","=""9780440487616""",4,3.99,Dell Laurel-Leaf,Mass Market Paperback,203,1976,1973,2000/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
33574273,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""1250153271""","=""9781250153272""",4,3.99,Square Fish,Paperback,218,2017,1962,2000/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
27712,The Neverending Story,Michael Ende,"Ende, Michael","Ralph Manheim, Roswitha Quadflieg","=""0525457585""","=""9780525457589""",5,4.17,Dutton Children's Books,Hardcover,396,1997,1979,1999/01/01,2021/05/27,,,read,,,,2,,,0,,,,,
65112,"The End (A Series of Unfortunate Events, #13)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064410161""","=""9780064410168""",4,4.02,HarperCollins Publishers,Hardcover,324,2006,2006,2002/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
65110,"The Penultimate Peril (A Series of Unfortunate Events, #12)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064410153""","=""9780064410151""",4,4.06,HarperCollins Publishers,Hardcover,353,2005,2005,2002/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
65111,"The Grim Grotto (A Series of Unfortunate Events, #11)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064410145""","=""9780064410144""",4,4.01,HarperCollins Publishers,Hardcover,323,2004,2004,2002/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
297792,"The Slippery Slope (A Series of Unfortunate Events, #10)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064410137""","=""9780064410137""",4,4.03,HarperCollins Publishers,Hardcover,337,2003,2003,2002/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
324277,"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064410129""","=""9780064410120""",4,3.99,HarperCollins Publishers,Hardcover,286,2002,2002,2001/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
65118,"The Hostile Hospital (A Series of Unfortunate Events, #8)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""1405206128""","=""9781405206129""",4,3.98,Egmont,Hardcover,272,2003,2001,2001/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
150037,"The Vile Village (A Series of Unfortunate Events, #7)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0060566221""","=""9780060566227""",4,3.96,HarperCollins Publishers ,Hardcover,272,2001,2001,2001/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
172327,"The Ersatz Elevator (A Series of Unfortunate Events, #6)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0060566213""","=""9780060566210""",4,4.04,HarperCollins Publishers ,Hardcover,259,2001,2001,2001/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
131123,"The Austere Academy (A Series of Unfortunate Events, #5)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064408639""","=""9780064408639""",4,3.99,HarperCollins US,Hardcover,221,2000,2000,2001/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
65119,"The Miserable Mill (A Series of Unfortunate Events, #4)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0439272637""","=""9780439272636""",4,3.85,"Scholastic, Inc.",Paperback,194,2000,2000,2001/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
