Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
34897,"The Dragon Reborn (The Wheel of Time, #3)",Robert Jordan,"Jordan, Robert",,"=""0765305119""","=""9780765305114""",0,4.26,Tor Books,Mass Market Paperback,624,2002,1991,,2021/04/15,to-read,to-read (#120),to-read,,,,0,,,0,,,,,
233649,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,"Jordan, Robert",,"=""0812517725""","=""9780812517729""",0,4.25,Tor Books,Mass Market Paperback,705,1991,1990,,2021/04/15,to-read,to-read (#119),to-read,,,,0,,,0,,,,,
17262203,"MaddAddam (MaddAddam, #3)",Margaret Atwood,"Atwood, Margaret",,"=""0385528787""","=""9780385528788""",0,4.00,Nan A. Talese,Hardcover,394,2013,2013,,2021/04/15,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
6080337,"The Year of the Flood (MaddAddam, #2)",Margaret Atwood,"Atwood, Margaret",,"=""0385528779""","=""9780385528771""",0,4.05,Doubleday Nan A. Talese,Hardcover,431,2009,2009,,2021/04/15,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
46756,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,"Atwood, Margaret",Kristiina Drews,"=""0385721676""","=""9780385721677""",5,4.01,Anchor Books,Paperback,389,2004,2003,2013/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
3798703,The Spectacular Now,Tim Tharp,"Tharp, Tim",,"=""0375851798""","=""9780375851797""",0,3.51,Alfred A. Knopf Books for Young Readers,Hardcover,304,2008,2008,2013/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",4,4.38,Alfred A. Knopf,Hardcover,552,2006,2007,2014/01/01,2021/04/15,,,read,,,,2,,,0,,,,,
6514074,"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History",Robert M. Edsel,"Edsel, Robert M.",Bret Witter,"=""1599951495""","=""9781599951492""",0,3.78,Center Street,Hardcover,473,2009,2009,,2021/04/15,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",3,4.17,Dutton Books,Hardcover,313,2012,2012,2014/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
256683,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1416914285""","=""9781416914280""",4,4.08,Margaret K. McElderry Books,Hardcover,485,2007,2007,2014/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",0,4.00,Random House,Paperback,509,2004,2004,,2021/04/15,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
11275,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0965341984""","=""9780965341981""",4,4.16,Knopf,Paperback,607,1997,1994,2011/04/01,2021/04/14,,,read,,,,2,,,0,,,,,
2967752,The Elegance of the Hedgehog,Muriel Barbery,"Barbery, Muriel",Alison Anderson,"=""1933372605""","=""9781933372600""",4,3.79,Europa Editions,Paperback,325,2008,2006,2021/04/07,2021/02/12,,,read,,,,1,,,0,,,,,
26082916,"Ready Player Two (Ready Player One, #2)",Ernest Cline,"Cline, Ernest",,"=""1524761338""","=""9781524761332""",4,3.43,Ballantine Books,Hardcover,370,2020,2020,2021/04/06,2021/01/01,,,read,,,,1,,,0,,,,,
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,"=""1400052173""","=""9781400052172""",5,4.09,Crown Publishing Group,Hardcover,370,2010,2010,2021/04/04,2021/03/19,,,read,,,,1,,,0,,,,,
18869238,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,"Bach, Richard",,"=""""","=""""",4,4.14,Delta,Kindle Edition,128,2012,1977,2021/04/01,2021/01/01,,,read,,,,1,,,0,,,,,
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,"=""""","=""""",4,3.89,Anchor,Paperback,489,2006,2003,2003/01/01,2021/03/23,,,read,,,,2,,,0,,,,,
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",2,3.95,Riverhead Books,Hardcover,325,2015,2015,2020/07/01,2021/01/03,,,read,,,,2,,,0,,,,,
4701,A Spot of Bother,Mark Haddon,"Haddon, Mark",,"=""0385520514""","=""9780385520515""",3,3.48,Doubleday Books,Paperback,354,2006,2006,2020/05/26,2020/12/28,,,read,,,,2,,,0,,,,,
40389527,The Woman in the Window,A.J. Finn,"Finn, A.J.",,"=""""","=""""",2,3.96,William Morrow,Kindle Edition,455,2018,2018,2020/06/01,2021/01/03,,,read,,,,2,,,0,,,,,
17934530,Annihilation,Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104093""","=""9780374104092""",4,3.73,"Farrar, Straus and Giroux",Paperback,195,2014,2014,2021/03/31,2021/03/28,,,read,,,,1,,,0,,,,,
8667848,"A Discovery of Witches (All Souls, #1)",Deborah Harkness,"Harkness, Deborah",,"=""0670022411""","=""9780670022410""",5,4.01,Viking Penguin,Hardcover,579,2011,2011,2021/03/30,2020/12/01,,,read,,,,1,,,0,,,,,
31624481,Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Paul Hawken,"Hawken, Paul",,"=""0143130447""","=""9780143130444""",0,4.42,Penguin Books,Paperback,256,2017,2017,,2021/01/01,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,"Obama, Barack",,"=""0307237699""","=""9780307237699""",5,3.80,Crown Publishers,Hardcover,375,2006,2006,2021/03/26,2021/03/23,,,read,,,,1,,,0,,,,,
464260,The Fire Next Time,James Baldwin,"Baldwin, James",,"=""067974472X""","=""9780679744726""",5,4.53,Vintage,Paperback,106,1993,1963,2021/03/26,2020/11/23,,,read,,,,1,,,0,,,,,
88061,Dreams from My Father: A Story of Race and Inheritance,Barack Obama,"Obama, Barack",,"=""1921351438""","=""9781921351433""",4,3.92,New York: Three Rivers Press,Paperback,453,2004,1995,2021/03/26,2021/03/26,,,read,,,,1,,,0,,,,,
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""""","=""""",4,4.22,MTV Books/Pocket Books,Paperback,213,1999,1999,2007/01/01,2021/03/25,,,read,,,,1,,,0,,,,,
40605251,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,"Bradley, Marion Zimmer",,"=""""","=""""",5,4.12,Ballantine Books,Kindle Edition,1009,2001,1982,2006/10/01,2021/03/25,,,read,,,,1,,,0,,,,,
9875493,2030: The Real Story of What Happens to America,Albert Brooks,"Brooks, Albert",,"=""0312583729""","=""9780312583729""",4,3.48,St. Martin's Press,Hardcover,375,2011,2011,2018/01/01,2021/03/25,,,read,,,,1,,,0,,,,,
26114415,The Hour of Land: A Personal Topography of America's National Parks,Terry Tempest Williams,"Williams, Terry Tempest",,"=""0374280096""","=""9780374280093""",0,4.13,Sarah Crichton Books,Hardcover,397,2016,2016,,2021/03/24,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
527513,Mating,Norman Rush,"Rush, Norman",,"=""067973709X""","=""9780679737094""",4,3.81,Vintage,Paperback,480,1992,1991,2021/03/23,2021/03/09,,,read,,,,1,,,0,,,,,
4374400,"If I Stay (If I Stay, #1)",Gayle Forman,"Forman, Gayle",,"=""0525421033""","=""9780525421030""",2,3.93,Viking,Hardcover,201,2009,2009,2013/01/01,2021/03/23,,,read,,,,1,,,0,,,,,
19288043,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",3,4.10,Broadway Books,Paperback,415,2014,2012,2013/10/01,2021/03/23,,,read,,,,1,,,0,,,,,
7959473,"American Assassin (Mitch Rapp, #1)",Vince Flynn,"Flynn, Vince",,"=""141659518X""","=""9781416595182""",3,4.24,Atria Simon & Schuster,Hardcover,435,2010,2010,2015/06/01,2021/03/23,,,read,,,,1,,,0,,,,,
10816297,"Kill Shot (Mitch Rapp, #2)",Vince Flynn,"Flynn, Vince",,"=""1416595201""","=""9781416595205""",3,4.31,Emily Bestler Atria Simon & Schuster,Hardcover,385,2012,2012,2015/09/01,2021/03/23,,,read,,,,1,,,0,,,,,
20423680,"The Last Town (Wayward Pines, #3)",Blake Crouch,"Crouch, Blake",,"=""""","=""""",5,4.09,Thomas & Mercer,Kindle Edition,294,2014,2014,2014/09/01,2021/03/23,,,read,,,,1,,,0,,,,,
17920175,"Wayward (Wayward Pines, #2)",Blake Crouch,"Crouch, Blake",,"=""1477808701""","=""9781477808702""",5,4.14,Thomas & Mercer,Paperback,298,2013,2013,2014/08/01,2021/03/23,,,read,,,,1,,,0,,,,,
15096164,"Pines (Wayward Pines, #1)",Blake Crouch,"Crouch, Blake",,"=""1612183956""","=""9781612183954""",5,3.93,Thomas & Mercer,Paperback,303,2012,2012,2014/07/01,2021/03/23,,,read,,,,1,,,0,,,,,
11125,Digital Fortress,Dan Brown,"Brown, Dan",,"=""""","=""""",3,3.68,Corgi books,Paperback,510,2004,1998,2003/01/01,2021/03/23,,,read,,,,1,,,0,,,,,
6411961,"The Lost Symbol (Robert Langdon, #3)",Dan Brown,"Brown, Dan",,"=""0385504225""","=""9780385504225""",3,3.73,Doubleday,Hardcover,509,2009,2009,2003/01/01,2021/03/23,,,read,,,,1,,,0,,,,,
960,"Angels & Demons (Robert Langdon, #1)",Dan Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",3,3.92,Pocket Books,Mass Market Paperback,736,2006,2000,2000/01/01,2021/03/23,,,read,,,,1,,,0,,,,,
19103097,"The Magician's Land (The Magicians, #3)",Lev Grossman,"Grossman, Lev",,"=""""","=""""",5,4.14,Plume,Kindle Edition,402,2014,2014,,2021/03/23,,,read,,,,1,,,0,,,,,
10079321,"The Magician King (The Magicians, #2)",Lev Grossman,"Grossman, Lev",,"=""043402080X""","=""9780434020805""",5,3.91,William Heinemann,Paperback,548,2011,2011,,2021/03/23,,,read,,,,1,,,0,,,,,
6101718,"The Magicians (The Magicians, #1)",Lev Grossman,"Grossman, Lev",,"=""0670020559""","=""9780670020553""",5,3.52,Viking,Hardcover,402,2009,2009,,2021/03/23,,,read,,,,1,,,0,,,,,
32768522,"Carry On (Simon Snow, #1)",Rainbow Rowell,"Rowell, Rainbow",,"=""1250135028""","=""9781250135025""",5,4.20,Wednesday Books,Paperback,522,2017,2015,,2021/03/23,,,read,,,,1,,,0,,,,,
53066550,"500 Miles from You (Scottish Bookshop, #3)",Jenny Colgan,"Colgan, Jenny",,"=""0062911244""","=""9780062911247""",0,3.83,William Morrow Paperbacks,Paperback,432,2020,2020,,2021/03/22,to-read,to-read (#69),to-read,,,,0,,,0,,,,,
41716692,"The Bookshop on the Shore (Scottish Bookshop, #2)",Jenny Colgan,"Colgan, Jenny",,"=""0062850180""","=""9780062850188""",0,3.91,William Morrow Paperbacks,Paperback,416,2019,2019,,2021/03/22,to-read,to-read (#68),to-read,,,,0,,,0,,,,,
29092928,"Lightless (Lightless, #1)",C.A. Higgins,"Higgins, C.A.",,"=""0553394444""","=""9780553394443""",2,3.47,Del Rey,Paperback,304,2016,2015,2021/03/22,2020/09/11,,,read,,,,1,,,0,,,,,
43708708,White Fragility: Why It’s So Hard for White People to Talk About Racism,Robin DiAngelo,"DiAngelo, Robin","Michael Eric Dyson, Amy Landon","=""0807071161""","=""9780807071168""",5,4.20,Beacon Press,Audiobook,7,2018,2018,,2021/03/09,,,read,,,,1,,,0,,,,,
569429,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,"Adams, Douglas",,"=""0345379330""","=""9780345379337""",5,3.96,Del Rey,Paperback,288,1993,1992,2021/03/21,2020/11/23,,,read,,,,1,,,0,,,,,
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",Prottasha Prachurjo Sayed Fayej Ahmed,"=""""","=""""",3,4.39,Vintage,Paperback,512,2015,2011,2021/03/20,2020/11/23,,,read,,,,1,,,0,,,,,
35721138,The Neuroscientist Who Lost Her Mind: My Tale of Madness and Recovery,Barbara K. Lipska,"Lipska, Barbara K.",Elaine McArdle,"=""1328787303""","=""9781328787309""",3,3.81,Mariner Books,Hardcover,208,2018,2018,2021/03/19,2020/11/23,,,read,,,,1,,,0,,,,,
3601593,Non Violent Communication A Language of Life,Marshall B. Rosenberg,"Rosenberg, Marshall B.",,"=""""","=""""",5,4.34,,,264,2008,1999,2021/03/18,2021/03/13,,,read,,,,1,,,0,,,,,
6091075,"So Long, and Thanks for All the Fish (The Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",5,4.09,Del Rey,Kindle Edition,225,2008,1984,2021/03/17,2020/11/23,,,read,,,,1,,,0,,,,,
8694,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,"Adams, Douglas",,"=""0345418905""","=""9780345418906""",4,4.19,Del Rey,Paperback,224,2005,1982,,2020/09/09,,,read,,,,1,,,0,,,,,
38746485,Becoming,Michelle Obama,"Obama, Michelle",,"=""""","=""""",4,4.49,Crown,Hardcover,426,2018,2018,2021/03/12,2020/11/23,,,read,,,,1,,,0,,,,,
17465709,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge, and the Teachings of Plants",Robin Wall Kimmerer,"Kimmerer, Robin Wall",,"=""1571313354""","=""9781571313355""",5,4.57,Milkweed Editions,Hardcover,391,2013,2013,2021/03/09,2021/02/12,,,read,,,,1,,,0,,,,,
827,"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,"Stephenson, Neal",,"=""0553380966""","=""9780553380965""",4,4.16,Spectra,Paperback,499,2000,1995,2021/02/10,2020/11/23,,,read,,,,1,,,0,,,,,
20518872,The Three-Body Problem (Remembrance of Earth’s Past #1),Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377063""","=""9780765377067""",3,4.07,Tor Books,Hardcover,399,2014,2006,2021/02/10,2021/01/05,,,read,,,,1,,,0,,,,,
9566,Still Life with Woodpecker,Tom Robbins,"Robbins, Tom",,"=""184243022X""","=""9781842430224""",4,4.02,No Exit Press,Paperback,288,2001,1980,2021/02/03,2020/11/24,,,read,,,,1,,,0,,,,,
22609341,Come as You Are: The Surprising New Science that Will Transform Your Sex Life,Emily Nagoski,"Nagoski, Emily",,"=""1476762090""","=""9781476762098""",5,4.29,Simon  Schuster,Paperback,400,2015,2015,2021/01/19,2021/01/15,,,read,,,,1,,,0,,,,,
1794165,Sunrise West,William K. Carlson,"Carlson, William K.",,"=""0385144989""","=""9780385144988""",4,3.50,Doubleday Books,Unknown Binding,,1981,1981,2019/10/24,2021/01/14,,,read,,,,1,,,0,,,,,
30288282,The Immortalists,Chloe  Benjamin,"Benjamin, Chloe",,"=""0735213186""","=""9780735213180""",4,3.71,G.P. Putnam's Sons,Hardcover,346,2018,2018,2020/07/01,2021/01/14,,,read,,,,1,,,0,,,,,
1963638,The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,"Singer, Michael A.",,"=""1572245379""","=""9781572245372""",2,4.21,New Harbinger Publications,Paperback,186,2007,2007,2021/01/12,2020/11/23,,,read,,,,1,,,0,,,,,
36531127,Alone on the Wall,Alex Honnold,"Honnold, Alex",David  Roberts,"=""0393356140""","=""9780393356144""",4,3.88,W. W. Norton  Company,Paperback,336,2018,2015,2021/01/11,2020/11/23,,,read,,,,1,,,0,,,,,
36545927,Neverworld Wake,Marisha Pessl,"Pessl, Marisha",,"=""0399553924""","=""9780399553929""",3,3.76,Delacorte Press,Hardcover,328,2018,2018,2021/01/08,2021/01/01,,,read,,,,1,,,0,,,,,
28372019,"The Bookshop on the Corner (Scottish Bookshop, #1)",Jenny Colgan,"Colgan, Jenny",,"=""0062467263""","=""9780062467263""",4,3.84,William Morrow Paperbacks,ebook,384,2016,2016,2019/12/01,2021/01/05,,,read,,,,1,,,0,,,,,
51541496,Luster,Raven Leilani,"Leilani, Raven",,"=""0374194327""","=""9780374194321""",4,3.57,"Farrar, Straus and Giroux",Hardcover,227,2020,2020,2021/01/04,2020/11/23,,,read,,,,1,,,0,,,,,
40651883,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",5,4.03,Spectra,Kindle Edition,559,2003,1992,2019/05/07,2020/09/11,,,read,,,,1,,,0,,,,,
341879,Just Kids,Patti Smith,"Smith, Patti",,"=""006621131X""","=""9780066211312""",3,4.17,Ecco,Hardcover,304,2010,2010,2019/07/09,2020/11/23,,,read,,,,1,,,0,,,,,
1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0756404738""","=""9780756404734""",5,4.55,DAW Books,Hardcover,994,2011,2011,2019/06/03,2020/09/11,,,read,,,,1,,,0,,,,,
27833670,Dark Matter,Blake Crouch,"Crouch, Blake","Hilary Clarcq, Andy Weir","=""1101904224""","=""9781101904220""",4,4.12,Crown,Hardcover,340,2016,2016,2019/06/28,2020/09/11,,,read,,,,1,,,0,,,,,
55361205,A Promised Land,Barack Obama,"Obama, Barack",,"=""""","=""""",0,4.36,Crown,Kindle Edition,768,2020,2020,,2021/01/01,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
41057294,Normal People,Sally Rooney,"Rooney, Sally",,"=""1984822179""","=""9781984822178""",2,3.84,Hogarth Press,Hardcover,273,2019,2018,2019/08/05,2020/11/23,,,read,,,,1,,,0,,,,,
25733983,Lab Girl,Hope Jahren,"Jahren, Hope",,"=""1101874937""","=""9781101874936""",4,3.97,Knopf,Hardcover,290,2016,2016,2021/01/01,2020/11/23,,,read,,,,1,,,0,,,,,
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",5,4.26,"Little, Brown and Company",Hardcover,393,2018,2018,2020/12/30,2020/11/23,,,read,,,,1,,,0,,,,,
45770091,What Color Is Your Parachute? 2020: A Practical Manual for Job-Hunters and Career-Changers,Richard Nelson Bolles,"Bolles, Richard Nelson",,"=""1984856561""","=""9781984856562""",3,3.69,Ten Speed Press,Paperback,320,2019,1970,2020/12/01,2020/12/29,,,read,,,,1,,,0,,,,,
33155369,"The Push: A Climber's Journey of Endurance, Risk, and Going Beyond Limits",Tommy Caldwell,"Caldwell, Tommy",,"=""0399562702""","=""9780399562709""",4,4.47,Viking,Hardcover,341,2017,2017,2019/05/01,2020/12/29,,,read,,,,1,,,0,,,,,
